adresse_id,voie,ville,region,codepostal,pays_code
587,85 Twin Pines Plaza,Kárystos,,,gr
588,5418 Emmet Parkway,Maych’ew,,,et
589,22 Springview Way,Karangnunggal,,,id
590,4 Reindahl Hill,Novonukutskiy,,,ru
591,6766 Waubesa Park,Guangsheng,,,cn
592,977 4th Point,Koroška Bela,,,si
593,38785 Ryan Crossing,Polovinnoye,,,ru
594,2956 Ludington Trail,Ciervo Petiso,,,ar
595,6 Dexter Court,Cawayan Bugtong,,,ph
596,728 Clemons Avenue,Pejukutan,,,id
597,54 Westend Hill,Arys,,,kz
598,11925 Messerschmidt Way,Villa Nueva,,,gt
599,7306 Goodland Avenue,Liangshan,,,cn
600,88146 Warrior Hill,Tharyarwady,,,mm
601,5 Kipling Road,Palpalá,,,ar
602,5 Forest Run Terrace,Pengchang,,,cn
603,74930 Dixon Hill,Lille,,,fr
604,729 2nd Place,Jibiya,,,ng
605,76058 Schmedeman Street,Borlänge,,,sw
606,5 Bunting Junction,Denton,,,us
607,89028 Autumn Leaf Court,Gembu,,,ng
608,12536 Derek Point,Birigui,,,br
609,13 Heffernan Terrace,Caeté,,,br
610,2 Bluejay Court,Nanshe,,,cn
611,490 Bartillon Hill,Granada,,,co
612,254 Forest Dale Road,Castelo,,,pt
613,652 Rusk Trail,Kidričevo,,,si
614,47 Nancy Circle,Vermoim,,,pt
615,40 Bobwhite Center,Chirpan,,,bg
616,562 Southridge Plaza,Uppsala,,,sw
617,92 Kenwood Street,Smidary,,,cz
618,667 Transport Court,Monte Novo,,,pt
619,36127 Mcguire Court,Bełsznica,,,pl
620,432 Pawling Lane,El Rancho,,,hn
621,47 Elka Way,Juncheng,,,cn
622,6288 Barby Hill,San Antonio,,,co
623,6 Arrowood Park,Uacon,,,ph
624,9365 Maple Wood Way,Jardín,,,co
625,88 Washington Point,Banjar Ambengan,,,id
626,344 Stephen Place,Damnoen Saduak,,,th
627,2 Brown Center,San Ramon,,,ph
628,81 Ohio Place,Lasehao,,,id
629,10976 Browning Plaza,Balogo,,,ph
630,89702 Moose Pass,Şaḩneh,,,ir
631,59069 Trailsway Park,Bertoua,,,cm
632,90187 Ronald Regan Road,Kuytun,,,ru
633,9 Grover Street,Khawrah,,,ye
634,789 Scoville Avenue,Zhongling,,,cn
635,27 Blaine Drive,Valenciennes,,,fr
636,733 Dovetail Place,Suchań,,,pl
637,8 Mendota Way,Tanjungsari Barat,,,id
638,17 Heffernan Lane,Jirjā,,,eg
639,6042 Goodland Center,Khallat ad Dār,,,pe
640,267 Lien Park,Bečej,,,rs
641,341 Scott Point,Cheb,,,cz
642,80499 Chinook Point,Heshui,,,cn
643,4951 Golf Course Center,Afántou,,,gr
644,232 Hanson Alley,Kadupayung,,,id
645,60 Thackeray Circle,Nezvěstice,,,cz
646,5 Washington Hill,Nanfeng,,,cn
647,7890 Lakewood Gardens Lane,Agía Varvára,,,gr
648,6 Trailsway Junction,Rasony,,,by
649,72 Barnett Lane,Stari Lec,,,rs
650,2925 Luster Terrace,Fažana,,,hr
651,370 Atwood Road,Ksour Essaf,,,tn
652,53 Superior Place,Puan Selatan,,,id
653,7 Loftsgordon Road,Nova Pazova,,,rs
654,912 Loeprich Court,Young America,,,us
655,3982 Buhler Street,Kedawung,,,id
656,36 Ramsey Terrace,Santa Lucía Cotzumalguapa,,,gt
657,246 Brickson Park Way,Shengli,,,cn
658,8 Pawling Drive,Bangus Kulon,,,id
659,8442 Prentice Avenue,Yoichi,,,jp
660,5 Butterfield Circle,Chincha Baja,,,ph
661,8141 West Pass,Doudleby nad Orlicí,,,cz
662,6 Paget Trail,Seleuš,,,rs
663,733 Stone Corner Street,Nueve de Julio,,,ar
664,28261 Killdeer Pass,Konggar,,,cn
665,942 Spohn Center,Nancheng,,,cn
666,1511 Bartillon Way,Heyan,,,cn
667,5 Sullivan Crossing,Klayusiwalan,,,id
668,8 Namekagon Parkway,Yaring,,,th
669,8266 Melrose Lane,Kungsör,,,sw
670,985 Meadow Vale Hill,Ichupampa,,,ph
671,4 Mandrake Court,Longsha,,,cn
672,82 Southridge Point,Changcun,,,cn
673,4 Melrose Alley,Shayuan,,,cn
674,122 Basil Circle,Kuragaki-kosugi,,,jp
675,1 Morrow Lane,Grängesberg,,,sw
676,36935 Del Mar Park,High Prairie,,,ca
677,6933 Farwell Trail,Rawa Satu,,,id
678,87 Arizona Junction,La Reforma,,,mx
679,70 Badeau Drive,Bato,,,ph
680,23 Bonner Avenue,Chadian,,,cn
681,34527 Carberry Street,Krikil,,,id
682,641 Maywood Plaza,Lembur Tengah,,,id
683,1574 Rieder Road,Nicosia,,,cy
684,1 Orin Circle,Zhangjiang,,,cn
685,2 Iowa Junction,Huntington,,,us
686,70 Dryden Way,Dallas,,,us
687,3697 Alpine Avenue,Młynary,,,pl
688,5 Crownhardt Center,Nogueira,,,pt
689,57622 Farragut Avenue,Clanwilliam,,,za
690,762 Northfield Center,Huangjiakou,,,cn
691,3 Sycamore Lane,Qızılhacılı,,,az
692,842 Luster Lane,Ntsoudjini,,,km
693,7735 Claremont Point,Comrat,,,md
694,89224 Dennis Road,Rožaje,,,me
695,9 Lindbergh Lane,Ust’-Labinsk,,,ru
696,28860 Bartillon Way,Tianjiazhai,,,cn
697,759 Lillian Avenue,Baiyin,,,cn
698,3867 Parkside Avenue,Trancas,,,ar
699,8 Sunnyside Court,Jagiełła,,,pl
700,433 Mesta Circle,Oslo,,,no
701,3 American Pass,Lantian,,,cn
702,89457 Toban Road,Weitian,,,cn
703,287 Summit Alley,Chengkou,,,cn
704,8396 Dakota Parkway,Cogtong,,,ph
705,858 Lunder Lane,Klinan,,,ph
706,7154 Beilfuss Parkway,Wenping,,,cn
707,56061 Fairfield Court,Horokhiv,,,ua
708,7 Thompson Point,Ylämaa,,,fi
709,75 Village Green Park,Gucheng,,,cn
710,97 Maywood Place,Caetité,,,br
711,91505 Burning Wood Alley,Shanling,,,cn
712,4 Tennessee Park,Carazinho,,,br
713,8 Kinsman Court,Budapest,,,hu
714,0 Cambridge Park,Bucay,,,ph
715,63 Ilene Lane,Zhouzhuang,,,cn
716,57196 Old Gate Place,Englewood,,,us
717,0 Laurel Pass,Drawsko Pomorskie,,,pl
718,93465 Calypso Plaza,Lagoa,,,pt
719,13191 Burning Wood Junction,Pinheiro,,,pt
720,4683 Dapin Court,Woto,,,id
721,3 Laurel Circle,Mimbaan Timur,,,id
722,7 Spohn Avenue,Ngulakan,,,id
723,934 Veith Place,Ipoh,,,my
724,4334 Swallow Circle,Savski Venac,,,rs
725,24 Trailsway Crossing,Rossosh’,,,ru
726,8 Transport Center,Jishan,,,cn
727,195 Stuart Hill,Buracan,,,ph
728,7201 Glendale Road,Itaí,,,br
729,70964 Muir Trail,Nantian,,,cn
730,83567 5th Hill,Sangallaya,,,ph
731,805 Merry Pass,Wilmington,,,us
732,0 Basil Circle,Châteaudun,,,fr
733,87 Springview Hill,Suç,,,al
734,90039 Morning Crossing,Chalandrítsa,,,gr
735,16098 Menomonie Plaza,Västra Frölunda,,,sw
736,1235 Kenwood Alley,Vangaindrano,,,mg
737,21 Pond Trail,Cagnes-sur-Mer,,,fr
738,831 Utah Center,Tamanar,,,ma
739,9 Dexter Trail,Halmstad,,,sw
740,74624 Orin Junction,Tongliao,,,cn
741,53436 Warbler Drive,Yanglin,,,cn
742,82741 Sauthoff Court,Dushanbe,,,tj
743,7474 Veith Street,Nungwi,,,tz
744,4917 Del Sol Drive,Ploso Wetan,,,id
745,17727 Ridgeview Drive,Hekou,,,cn
746,15 Daystar Terrace,Cibeureum,,,id
747,868 Rutledge Road,Rodotópi,,,gr
748,44 Jana Lane,Noginsk,,,ru
749,95700 Everett Parkway,Muli,,,cn
750,38993 4th Terrace,Frederico Westphalen,,,br
751,0 East Street,Íos,,,gr
752,7229 Paget Crossing,Jiguan,,,cn
753,0 Waubesa Parkway,Zhlobin,,,by
754,6931 Pine View Alley,Tulsa,,,us
755,45614 Manufacturers Park,Zeya,,,ru
756,7 Talmadge Way,Xinshancun,,,cn
757,351 Upham Circle,Ravānsar,,,ir
758,4486 1st Center,Xiangyun,,,cn
759,13123 Lunder Pass,Miches,,,do
760,9 Carioca Pass,Izborsk,,,ru
761,44850 Esch Park,Dalgān,,,ir
762,7179 Blue Bill Park Hill,Bebedouro,,,br
763,4433 Hollow Ridge Place,Longshan,,,cn
764,5140 Ohio Place,Luojiang,,,cn
765,296 Fremont Park,Miranda,,,co
766,8414 Hermina Point,Atamanovka,,,ru
767,83763 Gina Street,Văn Giang,,,vn
768,5 Shoshone Center,Dukuh,,,id
769,433 Delaware Junction,Selasari,,,id
770,79925 Fordem Lane,Sung Noen,,,th
771,933 Thackeray Alley,Chasŏng,,,kp
772,25788 Waywood Circle,Las Terrenas,,,do
773,606 Thompson Avenue,Windsor,,,ca
774,558 Briar Crest Parkway,Altıağac,,,az
775,1984 Kinsman Junction,San Isidro,,,ar
776,99923 Dryden Crossing,Bokor,,,id
777,37521 Nancy Lane,Pérama,,,gr
778,4231 Oriole Terrace,Shikhany,,,ru
779,151 Sycamore Parkway,Västerås,,,sw
780,6756 Elka Lane,Danchang,,,cn
781,278 Lakewood Gardens Road,Banana Village,,,ki
782,5295 Merry Circle,Jinshi,,,cn
783,32 Sherman Trail,Kombapari,,,id
784,28631 Sullivan Parkway,Rumilly,,,fr
785,890 Kingsford Alley,Villa Bustos,,,ar
786,87717 Melody Road,Campos,,,br
787,30 Vermont Park,Pakemitan,,,id
788,58 Meadow Vale Way,Bayan Gol,,,cn
789,85 Pearson Parkway,Hafrsfjord,,,no
790,554 Trailsway Plaza,Horgo,,,mn
791,92 Russell Street,Pau,,,fr
792,808 Moulton Alley,Askim,,,sw
793,27 Daystar Place,Västerås,,,sw
794,76842 Butternut Plaza,Xiaowuzhan,,,cn
795,62 Nevada Center,Rogachëvo,,,ru
796,5 Russell Point,Mollepampa,,,ph
797,20287 Cordelia Alley,Whitchurch,,,uk
798,582 Vermont Road,Blimbing,,,id
799,565 Lakewood Circle,Kawaguchi,,,jp
800,4661 Coleman Street,Shuyuan,,,cn
801,29761 Larry Plaza,Bayanbulag,,,mn
802,98 Arapahoe Road,Mairinque,,,br
803,5 Loftsgordon Circle,Sabon Gari-Nangere,,,ng
804,1238 Luster Terrace,Boavista,,,pt
805,599 Fair Oaks Park,San Francisco,,,mx
806,67541 Eggendart Court,Morazán,,,gt
807,4 Nobel Parkway,Itapeva,,,br
808,8888 Lindbergh Trail,Baton Rouge,,,us
809,21663 Holy Cross Street,El Refugio,,,mx
810,74502 Hansons Way,Karangbaru,,,id
811,65 Jackson Hill,Borne Sulinowo,,,pl
812,81 Bashford Alley,Inanwatan,,,id
813,287 Corscot Circle,Fenjie,,,cn
814,6 Northwestern Place,Huangli,,,cn
815,8054 Cottonwood Junction,Lanhas,,,pt
816,20 Summer Ridge Street,Merdeka,,,id
817,3872 Merrick Street,Kronoby,,,fi
818,3011 Vidon Road,Xiangshun,,,cn
819,103 Kenwood Center,Nanyue,,,cn
820,480 Fisk Way,Loznitsa,,,bg
821,378 Bluejay Trail,Nuits-Saint-Georges,,,fr
822,3923 Sauthoff Trail,Makin Village,,,ki
823,3321 Reindahl Circle,Panggunguni,,,id
824,56369 Iowa Point,Tangkolo,,,id
825,5833 Warner Hill,Zhenzhushan,,,cn
826,718 John Wall Parkway,Boje,,,ng
827,6 Ramsey Court,El Jem,,,tn
828,2064 Maryland Lane,Bosen,,,id
829,7994 Manufacturers Drive,Caimitillo,,,pa
830,8623 Jana Junction,Fram,,,py
831,9 Bowman Terrace,Limoges,,,fr
832,248 Roth Way,Songjiang,,,cn
833,614 Duke Street,Stavanger,,,no
834,2 Browning Circle,Itapagé,,,br
835,747 Ridgeview Trail,Chengguan,,,cn
836,0 Montana Crossing,Uticyacu,,,ph
837,5 Lakeland Road,Palu,,,id
838,735 Burning Wood Way,Čoka,,,rs
839,84 Sauthoff Way,Cibogo,,,id
840,7462 Moulton Avenue,Acacías,,,co
841,5946 Petterle Drive,Rameshki,,,ru
842,5855 Montana Parkway,Chengguan,,,cn
843,548 Porter Drive,Fangtian,,,cn
844,329 Carey Way,Indaiatuba,,,br
845,18322 Roxbury Trail,Wakimachi,,,jp
846,88 Becker Center,Meixian,,,cn
847,13 Lake View Way,Eskilstuna,,,sw
848,13 Waubesa Terrace,Filimonovo,,,ru
849,1502 Jay Park,Quintãs,,,pt
850,108 Shelley Crossing,Kokoshkino,,,ru
851,49 Kedzie Trail,Huddinge,,,sw
852,4841 Eastlawn Trail,Tlogotunggal,,,id
853,46328 Spenser Place,Lucan,,,ie
854,75456 Elgar Center,Daszewice,,,pl
855,61 Banding Place,Údlice,,,cz
856,49 Maple Crossing,Serednye Vodyane,,,ua
857,5 Burning Wood Lane,Hengpi,,,cn
858,98524 Farwell Parkway,Ejmiatsin,,,am
859,79 Veith Road,Taoyuan,,,cn
860,470 Summerview Circle,Novoselë,,,al
861,52 Loftsgordon Terrace,Aghavnadzor,,,am
862,209 Onsgard Point,Sukaraja,,,id
863,665 Russell Circle,Hitiaa,,,pf
864,51 Judy Hill,Meiqi,,,cn
865,6 Logan Drive,Troparëvo,,,ru
866,910 Susan Trail,Lubniewice,,,pl
867,5 Roth Hill,Kaminokawa,,,jp
868,775 Union Hill,Tabonok,,,ph
869,60 Northport Junction,Grand Forks,,,us
870,33914 Wayridge Avenue,Chongxing,,,cn
871,3247 Novick Point,San Felipe Old,,,ph
872,92012 Maryland Road,Tramandaí,,,br
873,49 Cherokee Road,Le Mans,,,fr
874,72130 Chive Plaza,Petropavlovskaya,,,ru
875,31110 Redwing Lane,Novokubansk,,,ru
876,686 Harper Point,Pogorzyce,,,pl
877,58418 Ridge Oak Avenue,Yinji,,,cn
878,0 Delladonna Court,Novogurovskiy,,,ru
879,7 Grayhawk Park,Ozorków,,,pl
880,4 Carioca Street,Foros do Trapo,,,pt
881,12 Schlimgen Center,Swellendam,,,za
882,16861 American Ash Alley,Taoyuan,,,cn
883,7 Mayer Street,Mekarsari,,,id
884,243 Columbus Alley,Saurama,,,ph
885,3364 Sutherland Hill,Tartu,,,ee
886,9 Russell Crossing,Trongsa,,,bt
887,61 Sloan Way,Rudka,,,pl
888,6 Crownhardt Road,Bayantal,,,mn
889,52781 Blue Bill Park Trail,Karibib,,,na
890,0 Dunning Pass,Balud,,,ph
891,914 Aberg Trail,Kirovsk,,,ru
892,9800 Starling Center,Savyon,,,il
893,32 Mesta Drive,Sidu,,,cn
894,4617 Florence Lane,Balabagan,,,ph
895,15720 Scott Plaza,Fort Erie,,,ca
896,6 Tennessee Alley,Yongqin,,,cn
897,77 North Crossing,Cruces,,,cu
898,160 Lakeland Crossing,Langchuan,,,cn
899,1 Homewood Pass,Thị Trấn Yên Phú,,,vn
900,9 American Alley,Zbýšov,,,cz
901,2849 Tomscot Avenue,Banquero,,,ph
902,1275 American Ash Way,Bojawa,,,id
903,97 Gulseth Parkway,Quintã,,,pt
904,946 Ramsey Parkway,São Julião do Tojal,,,pt
905,91 Lighthouse Bay Parkway,Yunxi,,,cn
906,642 Coleman Point,Villeneuve-la-Garenne,,,fr
907,84 Forster Avenue,Kaskinen,,,fi
908,2 Eagle Crest Terrace,Coxim,,,br
909,13 Lotheville Way,Janaúba,,,br
910,9855 Monument Avenue,Mŭynoq,,,uz
911,9 Brown Junction,Ptghunk’,,,am
912,423 Scott Court,Dallas,,,us
913,6 Florence Place,Diamantina,,,br
914,7 Packers Terrace,Basoko,,,cd
915,8 Lillian Lane,Tallahassee,,,us
916,80157 Fremont Hill,Bulls,,,nz
917,3 Dorton Place,Prnjavor,,,rs
918,23 Crownhardt Drive,Nuquí,,,co
919,0 Lien Trail,Qinggis Han,,,cn
920,408 Novick Circle,Nieborów,,,pl
921,50322 Buell Terrace,Mabai,,,cn
922,1 Crownhardt Crossing,Chinú,,,co
923,151 Fordem Drive,Orita Eruwa,,,ng
924,349 Farragut Point,Lazaro Cardenas,,,mx
925,50 Namekagon Point,Nakanojōmachi,,,jp
926,9121 3rd Court,Xiaohe,,,cn
927,5 Kennedy Way,Domoni,,,km
928,0 Sauthoff Court,Tādif,,,Syria
929,9431 Surrey Street,Estela,,,pt
930,8839 Debs Center,Jaboatão,,,br
931,6190 Eastwood Court,Donnacona,,,ca
932,94594 Cambridge Street,Changting,,,cn
933,61312 Comanche Way,Masinloc,,,ph
934,57534 Calypso Avenue,El Espino,,,co
935,640 Fieldstone Street,Las Flores,,,mx
936,73918 Bay Park,Sagbayan,,,ph
937,82563 Carioca Lane,Glória do Goitá,,,br
938,848 Jenna Terrace,Salamanca,,,es
939,9199 Granby Avenue,Tyrnyauz,,,ru
940,82 Manitowish Terrace,Palmerston North,,,nz
941,70 Florence Parkway,Toulouse,,,fr
942,5 Merrick Alley,Planaltina,,,br
943,35232 High Crossing Parkway,Hilversum,,,nl
944,55 Cambridge Plaza,Dongtuan,,,cn
945,5 Little Fleur Park,New Glasgow,,,ca
946,214 Park Meadow Parkway,Fanzeres,,,pt
947,22 Namekagon Place,Marmashen,,,am
948,98746 Caliangt Road,Kimovsk,,,ru
949,0 Gateway Junction,Fenggang,,,cn
950,34853 Utah Road,Zijin,,,cn
951,268 Mallard Lane,Palumbungan,,,id
952,3 Scoville Hill,Springfield,,,us
953,4683 Lakewood Road,Cai Doi Vam,,,vn
954,0 Mariners Cove Road,Kostino,,,ru
955,874 Stone Corner Lane,Xinhua,,,cn
956,852 Cherokee Junction,Silao,,,cn
957,2621 Boyd Way,Talok,,,id
958,36 Lunder Drive,Jiujiang,,,cn
959,1857 Schiller Point,He’an,,,cn
960,5 Prentice Plaza,Tanbuqiao,,,cn
961,595 Moulton Circle,Terawas,,,id
962,6 School Road,Timrå,,,sw
963,2699 Lakeland Road,Geneng Tengah,,,id
964,4 Jay Avenue,Nkoteng,,,cm
965,81 Hintze Trail,Debark’,,,et
966,3788 Vidon Hill,Sarmanovo,,,ru
967,5777 Homewood Avenue,Pueblo Nuevo,,,ph
968,4519 Nova Parkway,Huangjing,,,cn
969,4334 Manufacturers Park,Anaráchi,,,gr
970,84 Harbort Drive,Potikosin,,,id
971,4 Talmadge Terrace,Qiman,,,cn
972,616 Kinsman Point,Fukou,,,cn
973,19539 Bonner Avenue,Fort Lauderdale,,,us
974,9149 Vera Parkway,Hoi,,,id
975,5143 Sommers Street,Ấp Tân Ngãi,,,vn
976,0 Morrow Park,Shchukino,,,ru
977,56111 Garrison Plaza,Bibirevo,,,ru
978,5287 Fairfield Plaza,Sungi Liput,,,id
979,723 Bashford Pass,Narok,,,ke
980,4400 Cordelia Park,Bogorame,,,id
981,1 Randy Terrace,Kuala Lumpur,,,my
982,21 Clyde Gallagher Parkway,Dapitan,,,ph
983,36242 Caliangt Trail,Tongole,,,sl
984,9 Vahlen Way,Qilin,,,cn
985,1403 Carberry Trail,Shimen,,,cn
986,96 Boyd Court,Vista Alegre,,,pt
987,4435 Carey Circle,Almenara,,,br
988,49 Dapin Pass,Cabaritan East,,,ph
989,5 Vahlen Way,Oussivo,,,km
990,66740 Novick Crossing,Zhangbei,,,cn
991,510 Heath Street,Parikkala,,,fi
992,71 Sheridan Park,Ongkharak,,,th
993,5329 Carpenter Street,Paris 08,,,fr
994,61170 Arkansas Hill,Vellinge,,,sw
995,70837 Lindbergh Drive,Santa Rosa,,,ph
996,5 Leroy Alley,Mmaaf,,,id
997,24 Morningstar Junction,Jobabo,,,cu
998,429 Autumn Leaf Parkway,Changxingbao,,,cn
999,2 Moose Crossing,Pasararba,,,id
1000,503 Canary Crossing,Jiangfeng,,,cn
1001,Obere Str. 57,Berlin,,12209,de
1002,Avda. de la Constitución 2222,México D.F.,,5021,mx
1003,Mataderos  2312,México D.F.,,5023,mx
1004,120 Hanover Sq.,London,,WA1 1DP,gb
1005,Berguvsvägen  8,Luleå,,S-958 22,sw
1006,Forsterstr. 57,Mannheim,,68306,de
1007,"24, place Kléber",Strasbourg,,67000,fr
1008,"C/ Araquil, 67",Madrid,,28023,es
1009,"12, rue des Bouchers",Marseille,,13008,fr
1010,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,ca
1011,Fauntleroy Circus,London,,EC2 5NT,gb
1012,Cerrito 333,Buenos Aires,,1010,ar
1013,Sierras de Granada 9993,México D.F.,,5022,mx
1014,Hauptstr. 29,Bern,,3012,ch
1015,"Av. dos Lusíadas, 23",Sao Paulo,SP,05432-043,br
1016,Berkeley Gardens 12  Brewery,London,,WX1 6LT,gb
1017,Walserweg 21,Aachen,,52066,de
1018,"67, rue des Cinquante Otages",Nantes,,44000,fr
1019,35 King George,London,,WX3 6FW,gb
1020,Kirchgasse 6,Graz,,8010,at
1021,"Rua Orós, 92",Sao Paulo,SP,05442-030,br
1022,"C/ Moralzarzal, 86",Madrid,,28034,es
1023,"184, chaussée de Tournai",Lille,,59000,fr
1024,Åkergatan 24,Bräcke,,S-844 67,sw
1025,Berliner Platz 43,München,,80805,de
1026,"54, rue Royale",Nantes,,44000,fr
1027,Via Monte Bianco 34,Torino,,10100,it
1028,Jardim das rosas n. 32,Lisboa,,1675,pt
1029,"Rambla de Cataluña, 23",Barcelona,,8022,es
1030,"C/ Romero ,33",Sevilla,,41101,es
1031,"Av. Brasil, 442",Campinas,SP,04876-786,br
1032,2732 Baker Blvd.,Eugene,OR,97403,us
1033,5ª Ave. Los Palos Grandes,Caracas,DF,1081,ve
1034,"Rua do Paço, 67",Rio de Janeiro,RJ,05454-876,br
1035,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,ve
1036,City Center Plaza 516 Main St.,Elgin,OR,97827,us
1037,8 Johnstown Road,Cork,Co. Cork,,ie
1038,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,gb
1039,Maubelstr. 90,Brandenburg,,14776,de
1040,"67, avenue de l'Europe",Versailles,,78000,fr
1041,1 rue Alsace-Lorraine,Toulouse,,31000,fr
1042,1900 Oak St.,Vancouver,BC,V3F 2K1,ca
1043,12 Orchestra Terrace,Walla Walla,WA,99362,us
1044,Magazinweg 7,Frankfurt a.M.,,60528,de
1045,87 Polk St. Suite 5,San Francisco,CA,94117,us
1046,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,3508,ve
1047,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,ve
1048,89 Chiaroscuro Rd.,Portland,OR,97219,us
1049,Via Ludovico il Moro 22,Bergamo,,24100,it
1050,Rue Joseph-Bens 532,Bruxelles,,B-1180,be
1051,43 rue St. Laurent,Montréal,Québec,H1J 1C3,ca
1052,Heerstr. 22,Leipzig,,4179,de
1053,South House 300 Queensbridge,London,,SW7 1RZ,gb
1054,Ing. Gustavo Moncada 8585 Piso 20-A,Buenos Aires,,1010,ar
1055,2743 Bering St.,Anchorage,AK,99508,us
1056,Mehrheimerstr. 369,Köln,,50739,de
1057,"265, boulevard Charonne ",Paris,,75012,fr
1058,Calle Dr. Jorge Cash 321,México D.F.,,5033,mx
1059,Geislweg 14,Salzburg,,5020,at
1060,Estrada da saúde n. 58,Lisboa,,1756,pt
1061,"Rua da Panificadora, 12",Rio de Janeiro,RJ,02389-673,br
1062,"Alameda dos Canàrios, 891",Sao Paulo,SP,05487-020,br
1063,Taucherstraße 10,Cunewalde,,1307,de
1064,Av. del Libertador 900,Buenos Aires,,1010,ar
1065,2817 Milton Dr.,Albuquerque,NM,87110,us
1066,Strada Provinciale 124,Reggio Emilia,,42100,it
1067,"Av. Copacabana, 267",Rio de Janeiro,RJ,02389-890,br
1068,Grenzacherweg 237,Genève,,1203,ch
1069,"Gran Vía, 1",Madrid,,28001,es
1070,Erling Skakkes gate 78,Stavern,,4110,no
1071,187 Suffolk Ln.,Boise,ID,83720,us
1072,90 Wadhurst Rd.,London,,OX15 4NB,gb
1073,Vinbæltet 34,Kobenhavn,,1734,dk
1074,"25, rue Lauriston",Paris,,75016,fr
1075,P.O. Box 555,Lander,WY,82520,us
1076,"Boulevard Tirou, 255",Charleroi,,B-6000,be
1077,89 Jefferson Way Suite 2,Portland,OR,97201,us
1078,55 Grizzly Peak Rd.,Butte,MT,59801,us
1079,Luisenstr. 48,Münster,,44087,de
1080,Avda. Azteca 123,México D.F.,,5033,mx
1081,"Av. Inês de Castro, 414",Sao Paulo,SP,05634-030,br
1082,722 DaVinci Blvd.,Kirkland,WA,98034,us
1083,Smagsloget 45,Århus,,8200,dk
1084,"2, rue du Commerce",Lyon,,69004,fr
1085,59 rue de l'Abbaye,Reims,,51100,fr
1086,Adenauerallee 900,Stuttgart,,70563,de
1087,Torikatu 38,Oulu,,90110,fi
1088,"Rua do Mercado, 12",Resende,SP,08737-363,br
1089,305 - 14th Ave. S. Suite 3B,Seattle,WA,98128,us
1090,Keskuskatu 45,Helsinki,,21240,fi
1091,ul. Filtrowa 68,Warszawa,,01-012,pl
1101,12 quai des Bons Enfants,Épinal,,88000,fr
1102,44 rue Traversière,Boulogne Billancourt,,92100,fr
1103,1 avenue du Rhin,Strasbourg,,67000,fr
1104,56-58 avenue André Malraux,Metz,,57000,fr
1105,87 rue des 3 Fontanot,Nanterre,,92000,fr
1106,48-52 rue Saint Jean,Nancy,,54000,fr
1107,2 rue Gambetta,Saint Dié des Vosges,,88100,fr
1108,53 rue des Jardiniers,Nancy,,54900,fr
1109,3 rue François de Curel,Metz,,57021,fr
1110,4 rue Fredéric-Guillaume Raiffeisen,Strasbourg,,67000,fr
